text_id,paragraph,p_ru,title,title_ru,author,url,category,subcategory,subcategory_ru
3,адам неге қартайғанда тастанды болып қалуы керек?» – деді.,Почему человек должен оставаться брошенным в старости?,Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"Сол сәт менің жүрегіме қатты әсер етті. Үнсіздіктің ішінде қаншама мұң, қаншама","Этот момент глубоко тронул мое сердце. Сколько печали, сколько тишины.",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,сағыныш бар еді. Осы әсерден кейін мен “Қарттар үйіндегі қарт мұңы” атты өлеңді,Была тоска. После этого впечатления я написал стихотворение под названием Старое горе в доме престарелых.,Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,жаздым.,написал.,Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"Сәске түске тақаған кез еді,","Это было время, когда я носил его в волосах,",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,Қариялар отыр еді орындықта.,Старики сидели на скамейках.,Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"Өткен-кеткен әңгімені сез етіп,","Чувствуя пережитое,",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,Сол мезетте оңашалау отырған,"В тот момент, когда он сидел в уединении",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,Бір қария сөз бастады өз өмірінен қажыған.,"Один старик начал говорить, устав от своей жизни.",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,Мен деді қария:,Я сказал старику:,Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"Бір емес, жеті бала тәрбиеледім,","Я воспитал не одного, а семеро детей,",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,Бірақ әлі ешқайсысынан еш жақсылық көрмедім.,Но я еще не видел ничего хорошего ни в одном из них.,Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,Ең аяғы кенже ұлым өзімді,"И, наконец, мой младший сын, я",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,Осы жерге әкелді де өткізді.,Привезли сюда и провели.,Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"Міне, содан бері үнсіз ойға баттым,","Вот, с тех пор я молча думал,",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"Неге бұлай болғаны деп, бармағымды тістедім.","Я прикусил палец, не понимая, почему это произошло.",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,Кемпірім бұл дүниемен қоштасқан шағында:,Когда старшая попрощалась с миром:,Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"«Шалым, өз-өзіңе бекем бол, ешқашанда қажыма.","Шалым, будь тверд в себе, никогда не уставай.",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"Балаларға артық ауыз сөз айтпа,","Не говорите слишком много детей,",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"Қаларсың бір күні далада», – деген еді кемпірім.","Хочешь, однажды будешь на поле,  сказал старик.",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"Міне, сол дәл алдыма келді де,",Вот он пришел прямо передо мной и сказал:,Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,Дәл шекеме оқ болып тиді де.,Именно в моё плечо попала пуля.,Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"Жоқ, жоқ, мүмкін емес,","Нет, нет, это невозможно,",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"Мүмкін емес, ойламаймын мен мүлде.","Не может быть, я не думаю, что вообще.",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"Неге мен өз балама сөйлемеймін,","Почему я не говорю своему альтернативу,",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,Артықтығы болса неге түземеймін?,"Если есть излишки, почему бы не поправить?",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"Әке деген атым менің бар емес пе,","Разве я не имею имя отца,",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,Олай болса барлық әке өмірде,"Итак, все отцы в жизни",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,Тастанды боп қалмайды ма қартайған кезінде?…,Не останется ли он заброшенным в старости?...,Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"Қарттар – халықтың шежіресі, ұлттың жүрегі. Оларды қадірлеу – адамдықтың ең биік","Старейшины  это генеалогия народа, сердце нации. Уважение к ним  высшая человеческая ценность.",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"көрінісі. Әр адам өз ата-анасын қартайғанда жалғыз қалдырмай, қамқорлық танытса –","Внешний вид. Если каждый человек заботится о своих родителях, а не оставляет их одинокими в старости, ",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,қоғамда жылулық пен мейірім азаймас еді.Халқымыздың «Қариясы бар үйдің – қазынасы,В обществе не было бы недостатка в теплоте и доброте. Сокровище нашего народа Дом со стариком,Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"бар» деген даналық сөзі бекер айтылмаған. Сондықтан әр ұрпақ үлкенге ізет, кішіге","Есть мудрое слово, которое не было произнесено напрасно. Поэтому каждое поколение благоговеет перед старшим, перед младшим.",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,"қамқор болуды ұмытпауы керек. Қартты құрметтеу – өткенге тағзым, болашаққа аманат.","Не забывать заботиться. Уважение к старику  это поклон прошлому, а в будущем  надежда.",Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,Автор: Жүнісбек Асылай,Автор: Жунисбек Асай,Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
3,«Тұран» университетінің1-курс студенті,Студент 1-го курса Университета Турана,Қарттар үйіндегі қарт мұңы,Смущение старика в доме престарелых,zzhhasylai,https://bilim-all.kz/article/24365-Qarttar-uiindegi-qart-muny,Бала тәрбиесі,Оқушыларға пайдалы ақпараттар,Полезная информация для учащихся
4,"Қазіргі қоғамда жасанды интеллект (ЖИ) технологиялары қарқынды дамып, адам өмірінің әр саласына еніп отыр. Ол бізге ақпаратты жылдам өңдеуге, күнделікті жұмыстарды автоматтандыруға, білім беру мен медицинаны жетілдіруге мүмкіндік береді. Алайда кейбір адамдар үшін ЖИ – белгісіздік пен алаңдаушылық тудыратын фактор. «ЖИ адамды толық алмастыра ала ма?» немесе «Технология бізді қандай қауіпке әкелуі мүмкін?» деген сұрақтар жиі туындайды.","В современном обществе технологии искусственного интеллекта (ИИ) быстро развиваются и проникают во все сферы человеческой жизни. Они позволяют нам быстро обрабатывать информацию, автоматизировать повседневные задачи, совершенствовать образование и медицину. Однако для некоторых людей ИИ является фактором неопределенности и беспокойства. Часто возникают вопросы: Может ли ИИ полностью заменить человека? или Какой опасностью может подвергнуть нас технология?","Жасанды интеллект және адам болашағы: пайда ма, әлде қауіп пе?",Искусственный интеллект и человеческое будущее: преимущество или угроза?,Ddddddddaaas,https://bilim-all.kz/article/24354-ZHasandy-intellekt-zhane-adam-bolashagy-paida-ma-alde-qauip-pe,Бала тәрбиесі,Ақын-жазушылар,Поэты и писатели
4,"Алдымен, ЖИ мүмкіндіктерін бағалағанда тек нақты деректерге сүйену маңызды. Қазір ЖИ адамның шығармашылық қабілетін толық алмастыра алмайды. Ол ақпаратты өңдеуде, есептеулерде немесе белгілі алгоритмдерді орындауда ғана тиімді. Сондықтан технологияны қолданғанда оның шынай мүмкіндіктері мен шектеулерін ескеру керек. Адамдар мен ЖИ бір-бірін толықтыра отырып, жаңа нәтижелерге қол жеткізе алады.","Во-первых, важно полагаться только на реальные данные при оценке возможностей ИИ. В настоящее время ИИ не может полностью заменить человеческое творчество. Он эффективен только в обработке информации, вычислениях или выполнении известных алгоритмов. Поэтому при использовании технологии необходимо учитывать его реальные возможности и ограничения. Люди и ИИ могут достигать новых результатов, дополняя друг друга.","Жасанды интеллект және адам болашағы: пайда ма, әлде қауіп пе?",Искусственный интеллект и человеческое будущее: преимущество или угроза?,Ddddddddaaas,https://bilim-all.kz/article/24354-ZHasandy-intellekt-zhane-adam-bolashagy-paida-ma-alde-qauip-pe,Бала тәрбиесі,Ақын-жазушылар,Поэты и писатели
4,"Сонымен бірге, технологияның адам өміріне әсерін қарастыру қажет. ЖИ тек өндіріс немесе бизнес үшін емес, адамның өмір сапасын жақсарту үшін қолданылуы тиіс. Мысалы, медицина саласында ол диагноз қоюды жылдамдатып, ауруларды ертерек анықтауға көмектеседі. Білім беру саласында әр оқушыға жеке тәсіл ұсына алады, осылайша әр адамның мүмкіндіктерін барынша дамытуға мүмкіндік береді. ЖИ адамның әл-ауқатын арттыруға бағытталса, ол қауіпті емес, керісінше пайдалы серіктес болады.","В то же время необходимо рассмотреть влияние технологий на человеческую жизнь. ИИ должен использоваться не только для производства или бизнеса, но и для улучшения качества жизни человека. Например, в области медицины он может ускорить диагностику и помочь в раннем выявлении заболеваний. В области образования он может предложить индивидуальный подход к каждому ученику, позволяя таким образом максимально раскрыть возможности каждого человека. Если ИИ направлен на повышение благополучия человека, он станет полезным партнером, а не опасным.","Жасанды интеллект және адам болашағы: пайда ма, әлде қауіп пе?",Искусственный интеллект и человеческое будущее: преимущество или угроза?,Ddddddddaaas,https://bilim-all.kz/article/24354-ZHasandy-intellekt-zhane-adam-bolashagy-paida-ma-alde-qauip-pe,Бала тәрбиесі,Ақын-жазушылар,Поэты и писатели
4,"Сонымен қатар, технологияның қоғамға кең таралған пайда әкелуі маңызды. ЖИ тек ірі қалалар мен корпорациялар үшін ғана емес, ауылдық жерлер мен шағын қауымдастықтар үшін де қолжетімді болуы керек. Мысалы, ауылдық мектептерде немесе шалғайдағы медициналық пункттерде ЖИ құралдарын пайдалану адамдардың өмірін жақсартуға мүмкіндік береді. Технология қоғамдағы теңсіздікті азайтып, әр адамға бірдей мүмкіндіктер беретіндей бағытталған жағдайда ғана тиімді болады.","В то же время важно, чтобы технологии приносили широкую пользу обществу. ИИ должен быть доступен не только крупным городам и корпорациям, но и сельским районам и небольшим сообществам. Например, использование инструментов ИИ в сельских школах или отдаленных медицинских учреждениях может улучшить жизнь людей. Технология будет эффективной только в том случае, если она будет направлена на сокращение неравенства в обществе и предоставление равных возможностей каждому человеку.","Жасанды интеллект және адам болашағы: пайда ма, әлде қауіп пе?",Искусственный интеллект и человеческое будущее: преимущество или угроза?,Ddddddddaaas,https://bilim-all.kz/article/24354-ZHasandy-intellekt-zhane-adam-bolashagy-paida-ma-alde-qauip-pe,Бала тәрбиесі,Ақын-жазушылар,Поэты и писатели
5,"Бүгінгі таңда Қазақстанда урбанизация- ел дамуының басты үрдістерінің бірі. Ауылдан қалаға ағылған халық саны жыл сайын артып келеді. Ресми деректерге сүйенсек, қазір ел халқының 60%-дан астамы қалаларда тұрады. Бұл құбылыстың артында тек демографиялық қозғалыс емес, әлеуметтік, экономикалық, мәдени өзгерістер де жатыр.","Сегодня урбанизация в Казахстане  одна из главных тенденций развития страны. Количество населения, перемещающегося из села в город, с каждым годом увеличивается. По официальным данным, сейчас более 60% населения страны проживает в городах. За этим явлением стоят не только демографические движения, но и социальные, экономические и культурные изменения.",Қалаға қарай көшкен халық: урбанизацияның өрісі мен өресі.,"Население, переселяющееся в город: поле и поле урбанизации.",tursyngazy_ulzhan,https://bilim-all.kz/article/24350-Qalaga-qarai-koshken-halyq-urbanizatsiyanyn-orisi-men-oresi,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
5,"Неліктен халық қалаға ұмтылады? Жауап қарапайым: жұмыс, білім, медицина және инфрақұрылым қолжетімділігі. Алайда қала өмірінің өзіне тән қиындықтары да бар. Тұрғын үй тапшылығы, көлік кептелісі, экологиялық ахуал – халықтың күнделікті шағымдарына айналған.","Почему люди стремятся в город? Ответ прост: доступность работы, образования, медицины и инфраструктуры. Однако городская жизнь сопряжена с проблемами. Нехватка жилья, пробки и экологическая ситуация  вот что становится повседневными жалобами людей.",Қалаға қарай көшкен халық: урбанизацияның өрісі мен өресі.,"Население, переселяющееся в город: поле и поле урбанизации.",tursyngazy_ulzhan,https://bilim-all.kz/article/24350-Qalaga-qarai-koshken-halyq-urbanizatsiyanyn-orisi-men-oresi,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
5,"Мен тілдескен Алматы қаласының тұрғыны, ауылдан көшіп келген Айгүл апай: «Қалада балаларым жақсы білім алсын дедім. Бірақ пәтерақы қымбат, өмір сүру қиындау екен», – дейді. Мұндай пікірлер еліміздің кез келген мегаполисінен естуге болады. Ауылдардан үдере көшкен азаматтардың дауысы билікке жетуі тиіс. Урбанизация — тек статистика емес, адамның тағдыры, отбасылардың үміті мен таңдауы.","Жительница города Алматы, переехавшая из села, сказала: Я сказала, чтобы мои дети получили хорошее образование в городе. Но квартира дорогая, жить сложно,  говорит. Такие мнения можно услышать в любом мегаполисе страны. Голос граждан, переехавших из деревень, должен прийти к власти. Урбанизация  это не просто статистика, это судьба человека, надежды и выбор семей.",Қалаға қарай көшкен халық: урбанизацияның өрісі мен өресі.,"Население, переселяющееся в город: поле и поле урбанизации.",tursyngazy_ulzhan,https://bilim-all.kz/article/24350-Qalaga-qarai-koshken-halyq-urbanizatsiyanyn-orisi-men-oresi,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
6,"Журналистика – тек ақпарат тарату емес, ол қоғамның дамуына, адамдардың санасына әсер ететін үлкен күш. Нағыз журналист өз кәсібін жауапкершілікпен атқарып, этикалық қағидаларды берік ұстануы керек. Солардың ішіндегі ең маңыздысы – шынайылық, гуманистік бағыт және халықаралық көзқарас.","Журналистика  это не просто распространение информации, это огромная сила, влияющая на развитие общества, на сознание людей. Настоящий журналист должен ответственно выполнять свою профессию и строго придерживаться этических принципов. Из них наиболее важными являются честность, гуманистическая ориентация и международное видение.",Журналистің үш принципі,Три принципа журналиста,Sayazhannn,https://bilim-all.kz/article/24347-ZHurnalistin-ush-printsipi,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
6,"1. Шынайылық – сенімнің іргетасыЖурналистің басты борышы – ақиқатты айту.Шынайы журналист ешқашан жалған ақпарат таратпайды, тексерілмеген дерекке сүйенбейді. Әр материалдың негізінде нақты дерек пен дәлел болуы қажет. Себебі, шындық – журналистің абыройы мен қоғам алдындағы сенім кепілі.Шынайылықты жоғалтқан журналист өз аудиториясын да жоғалтады.","1. Правдоподобность  основа доверия. Главный долг журналиста  говорить правду. Настоящий журналист никогда не распространяет ложную информацию, не полагается на непроверенные факты. В основе каждого материала должны быть точные факты и доказательства. Потому что правда  залог репутации журналиста и доверия к обществу. Журналист, потерявший правду, также теряет свою аудиторию.",Журналистің үш принципі,Три принципа журналиста,Sayazhannn,https://bilim-all.kz/article/24347-ZHurnalistin-ush-printsipi,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
6,"2. Гуманистік бағыт – адамды құрметтеуЖурналистің кәсібі ең алдымен адамға бағытталған.Кез келген ақпаратты жазғанда журналист адамның ар-намысына, жеке өміріне және эмоциясына зиян келтірмеуі керек.Гуманистік принцип – адамдар арасындағы түсіністік пен мейірімділікті насихаттау.Яғни, журналист әрқашан әділдік пен адамгершілік шегінен аспай, қоғамдағы әлсіз топтардың да даусын жеткізуге ұмтылуы қажет.","2. Гуманистический принцип  уважение к человеку. Профессия журналиста в первую очередь ориентирована на человека. При написании любой информации журналист не должен наносить ущерб человеческой чести, частной жизни и эмоциям. Гуманистический принцип  способствовать пониманию и доброте между людьми. То есть журналист всегда должен стремиться донести до нас голос слабых слоев общества, не выходя за рамки справедливости и нравственности.",Журналистің үш принципі,Три принципа журналиста,Sayazhannn,https://bilim-all.kz/article/24347-ZHurnalistin-ush-printsipi,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
6,"3. Халықаралық көзқарас – әлемге ашық болуҚазіргі жаһандану дәуірінде журналист тек өз елінің емес, бүкіл әлемнің оқиғаларын түсініп, сараптай білуі тиіс.Халықаралық принцип – түрлі мәдениет пен ұлтқа құрметпен қарау, шетелдік тәжірибеден үйрену, ақпарат алмасуда ашық болу.Бұл көзқарас журналисті көкжиегі кең, ойы еркін, заманауи маманға айналдырады.Журналист үшін шынайылық – ақиқаттың дауысы, гуманизм – адамға деген құрмет,ал халықаралық көзқарас – журналистиканың болашағы. Осы үш принципті ұстанған журналист қана қоғамның сеніміне ие болып, өз сөзінің салмағын арттыра алады.","3. Международная точка зрения  открытость миру В современную эпоху глобализации журналист должен уметь понимать и анализировать события не только в своей стране, но и во всём мире. Международный принцип  уважение к разным культурам и нациям, изучение зарубежного опыта, открытость в обмене информацией. Этот подход делает журналиста широким, свободомыслящим, современным специалистом. Для журналиста честность  голос истины, гуманизм  уважение к человеку, а международная точка зрения  будущее журналистики. Только журналист, придерживающийся этих трёх принципов, может завоевать доверие общества и повысить вес своего слова.",Журналистің үш принципі,Три принципа журналиста,Sayazhannn,https://bilim-all.kz/article/24347-ZHurnalistin-ush-printsipi,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
6,Бахытбай Алина Жур 251 3-топ,Бахытбай Алина Жур 251 3-я группа,Журналистің үш принципі,Три принципа журналиста,Sayazhannn,https://bilim-all.kz/article/24347-ZHurnalistin-ush-printsipi,Бала тәрбиесі,Қызықты деректер / Пайдалы мәліметтер,Интересные факты / Полезные сведения
7,Экология — адамзаттың болашағына жауапкершілік,Экология  ответственность за будущее человечества,Экология мәселесі,Проблема экологии,zholdasbeknurdana,https://bilim-all.kz/article/24345-Ekologiya-maselesi,Бала тәрбиесі,Не указано,Не указано
7,"Қазіргі заманда экология мәселесі бүкіл әлемді алаңдатып отыр. Табиғи тепе-теңдіктің бұзылуы, ауа мен судың ластануы, орман-тоғайлардың азаюы — мұның бәрі адамзат әрекетінің салдары. Экологиялық ахуалдың нашарлауы тек табиғатқа ғана емес, адамның денсаулығы мен өмір сапасына да кері әсер етуде.","В наше время экологическая проблема волнует весь мир. Нарушение природного равновесия, загрязнение воздуха и воды, сокращение лесов  все это последствия деятельности человека. Ухудшение экологической ситуации негативно сказывается не только на природе, но и на здоровье и качестве жизни человека.",Экология мәселесі,Проблема экологии,zholdasbeknurdana,https://bilim-all.kz/article/24345-Ekologiya-maselesi,Бала тәрбиесі,Не указано,Не указано
7,"Қазақстанда да экологиялық жағдай көңіл қуантарлық емес. Мысалы, Арал теңізінің тартылуы әлемдік деңгейдегі экологиялық апаттардың бірі. Сонымен қатар, Балқаш көлі, Каспий жағалауы, Қаратау аймағы мен Теміртау қаласының ауасы, Жамбыл облысындағы өндірістік қалдықтар да ел экологиясына кері әсер етуде. Бұған қоса, қоқыс полигондарының көбеюі, пластик қалдықтардың жиналуы мен судың ысырапсыз қолданылу мәселесі өзектілігін жоғалтпай отыр. Арал теңізінің тартылуы, өндіріс орындарының зиянды қалдықтары, пластик қалдықтардың көбею мәселелерінің шешімін қажет етеді. Мысалы, ауа сапасының төмендеуі респираторлық аурулардың артуына себеп болуда.","Экологическая ситуация в Казахстане тоже неудовлетворительна. Например, отток Аральского моря  это экологическая катастрофа мирового уровня. Кроме того, воздух озера Балхаш, Каспийского побережья, Каратауского региона и города Темиртау, производственные отходы в Жамбылской области также негативно влияют на экологию страны. Кроме того, увеличение количества свалок, сбора пластиковых отходов и безотходное использование воды не теряет актуальности. Отток Аральского моря, вредные отходы производственных предприятий, увеличение количества пластиковых отходов требуют решения. Например, снижение качества воздуха вызывает рост респираторных заболеваний.",Экология мәселесі,Проблема экологии,zholdasbeknurdana,https://bilim-all.kz/article/24345-Ekologiya-maselesi,Бала тәрбиесі,Не указано,Не указано
7,"Экологияны сақтау — әр адамның міндеті. Табиғатты қорғау тек мемлекетке ғана емес, бүкіл қоғамға ортақ іс. Қоқысты сұрыптау, ағаш отырғызу, суды үнемдеу сияқты қарапайым әрекеттер үлкен өзгеріске жол ашады.","Сохранение экологии  это обязанность каждого человека. Сохранение природы  дело не только государства, но и всего общества. Простые действия, такие как сортировка мусора, посадка деревьев, экономия воды, могут стать поводом для больших изменений.",Экология мәселесі,Проблема экологии,zholdasbeknurdana,https://bilim-all.kz/article/24345-Ekologiya-maselesi,Бала тәрбиесі,Не указано,Не указано
